id,earliest_cr_line,open_acc,revol_bal,revol_util,total_acc,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,last_pymnt_d,last_pymnt_amnt,last_credit_pull_d
709213,1984-12-01,6,5529,70.90%,14,2898,2898,2400,498,2014-04-01,89,2015-12-01
709219,1985-05-01,13,5271,7.50%,30,5972,5972,5500,472,2014-04-01,181,2014-04-01
709220,2003-10-01,3,1193,34.10%,6,5543,5543,5000,543,2012-09-01,54,2012-09-01
709231,1988-10-01,14,24700,52.80%,31,34166,34166,25000,9166,2015-09-01,382,2015-09-01
709232,1996-01-01,4,0,0%,8,5351,5351,4500,851,2013-06-01,1592,2013-06-01
709237,1999-10-01,11,7941,51.20%,22,14756,14756,12500,2256,2014-04-01,465,2016-04-01
709240,2003-11-01,3,10253,89.20%,9,15842,15842,11000,4842,2014-10-01,4616,2015-11-01
709241,1994-12-01,15,6642,18.60%,36,9648,9648,9000,648,2012-07-01,5371,2014-01-01
709248,2000-10-01,12,7456,63.70%,17,7792,7792,6600,1192,2014-04-01,254,2014-04-01
709250,1987-08-01,13,39381,92.20%,22,29680,27514,20000,9680,2016-05-01,4,2016-05-01
709254,1999-12-01,7,10038,53.70%,26,14547,14547,13075,1472,2013-10-01,2802,2016-04-01
709259,2000-01-01,7,3367,91%,16,2271,2271,1554.95,717,2012-02-01,228,2016-05-01
709260,1996-02-01,12,11656,84.50%,26,7008,7008,6000,1008,2014-04-01,201,2015-09-01
709269,1988-10-01,11,16566,69.90%,23,20607,20607,18000,2607,2012-09-01,10978,2012-09-01
709318,1988-11-01,11,4542,34.40%,22,18198,18198,10715.85,6820,2015-06-01,722,2015-12-01
709321,2000-08-01,7,1890,13.30%,21,12749,12749,10000,2749,2016-04-01,212,2016-05-01
709328,1991-03-01,14,26195,45.40%,33,29836,23204,24000,5836,2013-08-01,15211,2016-05-01
709329,2004-09-01,7,677,4.60%,14,6723,6697,6500,223,2011-10-01,5719,2016-05-01
709334,1997-03-01,13,37495,42.30%,22,13470,13190,12000,1470,2014-04-01,410,2016-05-01
709399,2006-08-01,5,268,10.70%,10,8031,8031,7000,1031,2014-01-01,186,2014-01-01
709408,1993-09-01,15,5281,6.40%,57,4242,4242,4000,242,2012-11-01,71,2016-02-01
709425,1996-11-01,11,31331,90.30%,26,9293,9293,8000,1293,2012-11-01,4444,2012-11-01
709430,1984-07-01,11,1099,2.70%,26,28463,28462,21000,7463,2016-04-01,474,2016-04-01
709451,1998-12-01,5,35627,95.30%,20,1655,1655,1500,155,2013-03-01,232,2013-03-01
709459,2001-10-01,7,13264,67.40%,13,47016,47016,33000,14016,2014-11-01,13028,2016-04-01
709467,1998-10-01,4,8717,82.20%,17,3253,2963,2800,453,2014-04-01,102,2016-05-01
709477,1996-05-01,5,4610,41.90%,7,5371,5371,5000,371,2012-02-01,3924,2012-02-01
709490,1998-12-01,9,8979,85.50%,27,23625,23588,16000,7625,2014-12-01,6215,2015-01-01
709496,1986-07-01,7,7353,63.50%,19,7932,7932,7000,932,2013-03-01,2999,2016-04-01
709505,1994-08-01,10,5007,9.50%,28,7699,7699,7000,699,2012-04-01,6037,2016-05-01
709515,2001-02-01,12,8883,35%,25,27437,27361,18000,9437,2016-03-01,994,2016-05-01
709524,1986-07-01,18,11608,14.40%,28,34176,34176,25000,9176,2016-04-01,570,2016-04-01
709526,1989-06-01,5,4174,21.40%,22,12077,403,12000,77,2011-05-01,12077,2015-12-01
709535,1995-04-01,10,2484,23.90%,19,20205,18790,18000,2205,2014-04-01,582,2016-05-01
709539,1997-01-01,15,9991,46%,19,6284,6284,5600,684,2012-09-01,3370,2016-05-01
709541,1994-09-01,14,13050,34.40%,22,13785,13785,12700,1085,2012-10-01,7113,2016-04-01
709557,2006-01-01,6,6447,58.10%,7,20926,20926,16000,4926,2016-04-01,349,2016-04-01
709564,2003-01-01,9,10808,27.20%,16,5301,5301,4800,501,2013-05-01,1740,2016-05-01
709567,1995-02-01,7,44434,72.70%,27,28241,28174,21000,7241,2015-06-01,5023,2015-07-01
709590,1992-05-01,11,12348,56.40%,26,22057,22057,16000,6057,2016-04-01,367,2016-04-01
709591,2004-05-01,5,4826,91.10%,9,12847,12555,11000,1847,2014-04-01,366,2016-05-01
709595,1999-12-01,6,8850,41.50%,10,10840,10840,8000,2840,2016-02-01,539,2016-05-01
709596,2004-11-01,3,3418,94.90%,3,7586,7586,5000,2586,2015-07-01,1217,2016-05-01
709616,1991-01-01,7,26417,65.70%,26,27558,27282,25000,2558,2013-02-01,11219,2013-02-01
709621,2004-03-01,7,2372,27.60%,16,12155,12155,10200,1955,2013-07-01,6481,2013-07-01
709625,1999-01-01,15,25470,58.20%,36,18264,18264,16000,2264,2012-12-01,8329,2015-03-01
709633,2003-10-01,10,2028,48.30%,14,3995,3995,3500,495,2012-09-01,922,2012-09-01
709661,2001-04-01,8,10766,77.50%,15,5518,5518,4750,768,2014-04-01,163,2016-05-01
709720,1974-01-01,6,5309,31.20%,8,5606,5606,4800,806,2014-04-01,161,2014-04-01
709721,1994-08-01,9,1341,24.40%,17,15199,15199,10000,5199,2016-05-01,2,2016-05-01
709754,1990-07-01,6,6598,54.80%,10,19403,19403,15200,4203,2015-01-01,4950,2015-01-01
709755,2004-09-01,9,4797,9.70%,20,5514,5486,5000,499,2013-01-01,2402,2015-05-01
709764,2003-08-01,5,2581,66.20%,32,11091,11035,10000,1091,2012-03-01,8841,2016-02-01
709776,1996-06-01,5,0,0%,18,5520,5520,5450,70,2011-05-01,5522,2016-01-01
709792,1971-10-01,5,5391,82.90%,23,7040,7040,5800,1240,2013-05-01,2250,2016-04-01
709807,2008-03-01,6,4770,55.50%,12,6772,6772,4950,1822,2014-02-01,2774,2014-08-01
709833,2004-10-01,14,1694,6.20%,14,13470,13190,12000,1470,2014-04-01,427,2015-09-01
709841,1993-02-01,20,19766,54.20%,49,17055,16997,14700,2355,2012-10-01,8606,2016-05-01
709846,1999-10-01,8,3480,18.90%,11,3644,3566,3500,144,2012-09-01,564,2012-09-01
709864,1998-12-01,3,713,4.10%,25,27862,27797,21600,6262,2014-04-01,10831,2014-04-01
709868,1996-07-01,7,9991,70.90%,23,14461,14461,12050,2411,2013-06-01,7904,2015-03-01
709879,1996-04-01,19,17183,35.40%,49,6991,6982,3014.13,3105,2012-06-01,438,2012-11-01
709881,1993-12-01,5,10805,94.80%,26,17519,17519,15000,2519,2014-04-01,499,2016-05-01
709890,1997-08-01,17,38263,46.70%,37,27350,27193,21725,5625,2014-06-01,796,2016-05-01
709917,1976-11-01,13,3799,13.10%,18,10496,10496,9800,696,2012-06-01,6558,2015-04-01
709930,1999-09-01,4,3854,96.30%,13,6283,6283,5000,1283,2013-10-01,1196,2016-05-01
709979,1997-10-01,8,486,3.40%,21,12527,12527,10000,2527,2014-09-01,3973,2016-05-01
710014,2005-11-01,3,5246,86.40%,6,14018,13753,13200,818,2012-04-01,289,2012-04-01
710033,1996-08-01,14,7337,75.60%,25,8214,7921,7000,1214,2014-02-01,695,2015-08-01
710034,1993-02-01,8,27210,95.60%,22,40143,40143,25000,15143,2016-04-01,669,2016-04-01
710041,2006-05-01,16,2782,38.60%,20,14850,14850,12000,2850,2014-01-01,1633,2014-01-01
710133,2006-04-01,8,4913,63.40%,12,6537,6537,3385.84,2480,2013-11-01,190,2014-03-01
710158,2001-08-01,13,10459,28.40%,20,9634,9634,8000,1634,2013-09-01,2093,2013-09-01
710165,1985-04-01,7,40876,94.80%,11,14166,13841,12000,2166,2014-04-01,452,2014-04-01
710167,1996-12-01,30,28580,67%,60,24250,24167,14600,9650,2016-05-01,37,2016-05-01
710170,1997-01-01,14,9022,46%,22,8454,8454,7200,1254,2014-04-01,252,2014-08-01
710176,2000-07-01,13,18706,71.40%,18,30918,30879,20000,10918,2015-05-01,5837,2016-05-01
710188,1997-02-01,9,14857,47.90%,26,44824,44824,32525,12299,2016-04-01,747,2016-03-01
710212,1992-04-01,13,3682,15%,34,18709,18709,16800,1909,2012-10-01,9552,2016-05-01
710255,1987-07-01,16,6345,13.20%,27,23804,23804,18725,5079,2015-03-01,5365,2015-03-01
710269,2007-12-01,9,3372,17.30%,10,462,462,219.18,108,2011-07-01,110,2011-12-01
710276,2000-06-01,10,9428,56.10%,39,9243,9243,8000,1243,2014-04-01,270,2016-05-01
710332,1992-02-01,14,111262,18.30%,34,39073,38166,35000,4073,2014-04-01,1095,2014-04-01
710336,1986-11-01,10,24278,85.20%,30,42836,42836,34800,8036,2013-02-01,16891,2014-05-01
710350,1999-12-01,6,52,0.80%,12,26772,26744,24000,2772,2013-08-01,6582,2016-05-01
710371,1998-03-01,6,3221,73.20%,9,4934,4934,4000,934,2014-04-01,151,2014-05-01
710390,2000-10-01,13,1335,13.80%,25,5138,5138,5000,138,2011-07-01,4922,2016-05-01
710394,1993-10-01,5,3550,46.70%,23,9394,9335,8000,1394,2014-04-01,277,2016-05-01
710406,2001-02-01,15,13309,74.70%,23,17359,16851,13000,4359,2013-12-01,7639,2016-05-01
710408,1998-07-01,4,3460,29.60%,9,8038,7759,7200,838,2014-04-01,241,2016-05-01
710419,1990-07-01,12,23026,11.20%,18,33491,33352,30000,3491,2014-04-01,986,2014-04-01
710426,2000-05-01,6,1316,59.50%,9,3614,3588,3500,114,2011-10-01,3075,2014-09-01
710427,1993-02-01,7,8954,0%,23,15767,15767,12000,3767,2015-10-01,2090,2016-04-01
710444,1987-01-01,11,27632,59.40%,28,20132,20132,18000,2132,2013-10-01,3896,2013-11-01
710472,1999-05-01,14,26380,63%,27,2747,2747,2100,647,2016-04-01,46,2016-04-01
710486,1996-06-01,10,32348,59.80%,31,7815,7815,7000,815,2014-04-01,238,2014-04-01
710512,2005-04-01,5,25670,46.20%,7,8038,8038,7200,838,2014-05-01,234,2015-07-01
710553,2000-09-01,6,291,10.80%,29,8864,8809,8000,864,2012-11-01,1162,2016-05-01
710556,1997-12-01,11,12057,49.20%,25,9293,9293,8000,1293,2014-04-01,284,2016-05-01
710582,2003-02-01,10,3370,40.60%,24,4596,4596,4000,596,2013-03-01,1734,2016-03-01
710590,2000-05-01,11,13306,58.60%,14,32104,32104,16387.74,15173,2015-08-01,500,2016-05-01
710594,1993-12-01,11,14145,81.80%,44,31866,31866,20000,11866,2016-04-01,531,2016-05-01
710623,1995-07-01,8,7874,16.50%,24,15530,15530,14000,1530,2014-01-01,1716,2014-01-01
710624,1993-11-01,5,14960,68.30%,25,4446,4446,4000,446,2013-09-01,984,2015-05-01
710626,1999-09-01,4,11130,74.20%,28,25985,25798,18000,7985,2015-04-01,5682,2015-12-01
710662,1993-10-01,5,9860,48.10%,28,18332,18046,16000,2332,2013-07-01,3950,2016-05-01
710680,1999-08-01,11,2730,14.40%,20,5459,5459,5000,459,2014-04-01,179,2014-04-01
710690,2000-11-01,8,10,0.10%,15,22055,22055,16000,6055,2016-04-01,367,2016-04-01
710739,2004-10-01,11,1640,6.50%,14,13879,13879,12500,1379,2014-04-01,390,2014-04-01
710743,1996-01-01,4,9585,77.90%,15,1196,1196,517.69,678,2011-08-01,399,2016-05-01
710751,1987-07-01,11,12727,67%,28,22587,22587,20000,2587,2012-01-01,13,2016-04-01
710752,1996-04-01,14,40292,39.80%,38,16384,16384,12000,4384,2015-06-01,2903,2015-06-01
710757,1994-05-01,12,23759,33.10%,42,18969,18969,18000,969,2011-10-01,17010,2015-07-01
710759,2001-08-01,15,13359,44.50%,24,7954,7954,7000,954,2014-06-01,259,2016-04-01
710764,2002-01-01,8,22805,51.70%,21,5582,5582,5000,582,2014-04-01,173,2016-05-01
710786,1997-07-01,9,9107,97.90%,21,2906,2906,2400,506,2013-12-01,402,2016-05-01
710806,1997-12-01,15,19674,80.30%,34,5670,5670,2943.65,2712,2013-08-01,203,2016-05-01
710821,1997-05-01,9,37093,90.90%,37,31261,31261,25000,6261,2012-09-01,20814,2016-05-01
710883,2000-05-01,5,15246,67.20%,14,9649,9649,9000,649,2012-02-01,6792,2012-02-01
710884,2008-02-01,4,543,67.90%,5,3176,3176,2254.4,752,2012-10-01,168,2013-03-01
710898,1991-02-01,13,41955,62%,21,11966,11966,9600,2366,2014-04-01,356,2014-04-01
710905,1993-06-01,2,6416,77.30%,13,8410,8353,7450,960,2012-06-01,5149,2016-03-01
710910,2002-07-01,10,6641,64.50%,12,3645,3645,3000,645,2014-05-01,8,2014-05-01
710914,2000-10-01,7,3567,16.20%,29,11886,11111,10950,936,2012-10-01,6118,2015-12-01
710929,1984-09-01,9,21894,75.50%,33,3439,3439,3100,339,2012-06-01,2125,2012-06-01
710960,1977-05-01,10,2970,25.20%,16,3109,3026,2800,309,2014-04-01,90,2014-04-01
710964,2005-02-01,5,12007,69.40%,8,12908,12562,11200,1708,2013-04-01,4529,2013-04-01
710965,2001-02-01,15,13825,53.20%,24,3946,3946,3900,46,2011-05-01,3947,2016-02-01
710985,1989-07-01,3,0,0%,23,7096,7096,5000,2096,2015-02-01,1672,2016-05-01
710995,2001-08-01,8,11119,33.20%,11,22633,22633,20000,2633,2012-10-01,11510,2015-03-01
711082,1998-12-01,16,7716,33.50%,30,3516,3497,670.22,693,2011-10-01,228,2012-01-01
711095,1989-07-01,9,12023,24.10%,37,28252,8931,28000,252,2011-05-01,28253,2011-05-01
711105,2004-01-01,6,4728,80.10%,18,6163,6163,5000,1163,2014-03-01,331,2016-05-01
711127,1994-07-01,8,7033,49.20%,23,11969,11969,6702.28,4687,2014-12-01,260,2015-05-01
711129,2001-08-01,13,7249,39.20%,17,7767,7475,6650,1117,2014-04-01,221,2014-04-01
711130,2003-12-01,9,26273,68.60%,23,29372,29303,21250,8122,2014-04-01,11138,2016-02-01
711132,2003-09-01,11,21697,75.30%,14,4672,4672,4000,672,2014-04-01,134,2014-04-01
711144,1980-12-01,11,8507,29.20%,34,9263,9263,8500,763,2013-11-01,1554,2013-11-01
711156,1999-02-01,10,76564,33.70%,31,8352,8325,7500,852,2013-11-01,1383,2016-05-01
711177,1979-10-01,13,2983,10.20%,36,5277,5277,5000,277,2012-07-01,3173,2012-08-01
711199,1980-12-01,10,3394,16.20%,34,8719,8719,8000,719,2012-04-01,5867,2016-02-01
711204,1982-12-01,7,13516,37.50%,23,14035,14035,13000,1035,2013-09-01,136,2016-03-01
711272,2002-12-01,6,11584,49.50%,12,8694,8694,8000,694,2013-08-01,2161,2016-04-01
711305,2005-07-01,4,66,1.90%,4,6115,6115,6000,115,2011-10-01,7,2015-11-01
711318,1997-04-01,11,16755,37.90%,25,15562,15562,12000,3562,2016-04-01,260,2016-05-01
711320,1993-02-01,6,4996,13.70%,25,3029,3029,3000,29,2011-06-01,2939,2011-06-01
711322,1996-10-01,8,5569,73.30%,21,13189,13189,9600,3589,2015-04-01,804,2016-05-01
711333,1991-07-01,18,15454,41.10%,55,25541,25541,25000,541,2011-06-01,24973,2016-05-01
711345,1998-12-01,6,11701,25.50%,24,11663,11663,11000,663,2012-12-01,702,2012-12-01
711354,2007-04-01,4,1883,81.90%,7,5083,5083,4500,583,2012-05-01,10,2012-05-01
711367,1995-03-01,17,20424,35.20%,48,13989,13941,8036.05,5138,2013-08-01,64,2013-12-01
711378,2001-07-01,6,22930,73.50%,13,23610,23315,20000,3610,2014-04-01,720,2016-05-01
711388,2004-11-01,7,14126,58.10%,8,4984,4984,4500,484,2012-10-01,110,2015-07-01
711401,1992-12-01,10,11011,59.80%,25,22212,17614,16000,6212,2014-12-01,23,2014-12-01
711408,1998-12-01,3,7286,39.60%,9,5046,5046,5000,46,2011-05-01,5046,2011-05-01
711409,1982-08-01,21,16428,28.20%,47,16117,15017,15000,1117,2012-08-01,9180,2016-05-01
711422,1992-02-01,13,41762,54.50%,41,52349,6918,35000,17349,2016-04-01,873,2016-04-01
711424,1999-03-01,5,13108,61.30%,11,5556,5556,5000,556,2012-07-01,3281,2016-05-01
711436,1997-01-01,15,18242,87.70%,41,31620,31620,20000,11620,2016-04-01,527,2016-05-01
711480,2002-12-01,8,5788,45.20%,21,11065,11065,8500,2565,2015-08-01,1638,2015-08-01
711495,2001-08-01,10,4120,51.60%,10,3140,3140,2800,340,2014-01-01,368,2016-03-01
711510,2000-08-01,14,18772,68%,37,21590,21590,19425,2165,2012-07-01,11200,2015-02-01
711527,1990-03-01,12,34514,80.40%,18,16452,16452,11575,4877,2015-11-01,1612,2015-11-01
711528,1998-02-01,8,22491,58.90%,19,9733,9733,5044.43,4689,2013-04-01,56,2016-05-01
711530,1991-01-01,3,2732,34.10%,20,5809,5809,5000,809,2014-04-01,178,2014-07-01
711545,1994-03-01,10,4416,22.20%,24,5834,5834,4861.49,972,2013-10-01,195,2016-05-01
711548,1998-11-01,17,2951,9.90%,50,11313,11313,9000,2313,2015-09-01,672,2016-05-01
711552,1997-03-01,15,1418,5.40%,27,48529,46103,35000,13529,2014-11-01,12062,2014-11-01
711570,1993-05-01,13,49787,49.80%,34,43717,42245,34000,9717,2016-04-01,729,2016-04-01
711577,2005-08-01,7,4853,34.40%,12,4724,4724,2519.17,2205,2012-05-01,33,2016-05-01
711583,2000-02-01,13,7114,64.10%,22,6869,6869,6000,869,2012-09-01,3662,2016-05-01
711596,2000-10-01,18,1778,6.60%,33,4194,4194,4000,194,2012-06-01,84,2015-11-01
711637,1986-08-01,9,28157,41.80%,21,20643,20230,20000,643,2011-08-01,18716,2015-01-01
711678,1996-08-01,12,17898,33.50%,51,20163,20163,18500,1663,2012-10-01,10366,2016-05-01
711685,1995-08-01,6,7041,23.10%,23,9252,9252,7500,1752,2014-09-01,2950,2016-05-01
711710,1988-04-01,7,15538,56.90%,19,53613,53268,35000,18613,2016-04-01,894,2016-05-01
711711,1998-08-01,9,9523,19.50%,20,39767,39710,35000,4767,2013-05-01,484,2013-05-01
711742,1994-09-01,8,10572,53.90%,18,5327,5327,4800,527,2014-02-01,246,2014-04-01
711759,1992-09-01,15,11916,24%,48,9201,9201,8500,701,2013-05-01,3031,2015-02-01
711761,2002-10-01,7,12454,53.70%,11,11912,11873,7161.72,4751,2014-03-01,58,2016-05-01
711764,2006-06-01,6,14791,56%,8,17383,17093,15000,2383,2013-06-01,2118,2016-05-01
711812,1997-08-01,13,18548,81%,31,24920,24874,5183.98,6888,2012-09-01,712,2016-05-01
711838,2000-10-01,25,610,3%,36,3681,3681,3000,681,2014-04-01,108,2014-08-01
711839,1994-07-01,7,7370,70.20%,16,10295,10003,8800,1480,2014-04-01,295,2014-04-01
711841,1998-03-01,7,5324,30.30%,15,6626,6626,6000,626,2013-05-01,2174,2016-04-01
711842,1996-02-01,7,10612,93.10%,9,2219,2219,2000,219,2012-12-01,75,2016-01-01
711858,2007-02-01,7,1762,4.40%,14,10279,10227,10000,279,2011-06-01,10035,2016-04-01
711860,1999-11-01,5,20846,70.40%,16,4733,4733,4500,233,2012-01-01,3617,2016-05-01
711870,1989-10-01,19,11749,45.20%,43,9726,9726,7500,2226,2016-04-01,162,2016-04-01
711906,2005-04-01,2,367,45.90%,4,8760,8468,7500,1260,2014-04-01,249,2016-05-01
711913,1996-10-01,4,17339,66.30%,34,13226,12951,12000,1226,2013-04-01,4684,2016-02-01
711919,2004-02-01,4,18768,59.30%,8,7540,7540,3622.82,3206,2012-10-01,380,2013-03-01
711928,2005-09-01,9,6075,75%,16,7749,7749,7200,549,2012-04-01,3664,2012-04-01
711960,2001-03-01,13,5022,66.60%,26,1597,1597,1239.74,246,2012-08-01,94,2013-02-01
711973,2006-01-01,5,580,3.70%,5,7281,7281,6250,1031,2013-03-01,1346,2013-03-01
711983,1989-06-01,8,78735,66.80%,31,28009,28009,22400,5609,2013-05-01,15460,2016-05-01
711995,1978-09-01,13,14160,65.60%,30,14166,14107,12000,2166,2014-04-01,433,2014-04-01
712011,2007-10-01,6,1704,81.10%,7,3156,3156,3000,156,2011-12-01,631,2016-05-01
712018,1996-02-01,9,5467,32.70%,26,1338,1338,1225,113,2014-04-01,44,2016-03-01
712021,2005-10-01,9,3939,61.50%,13,12399,12399,10000,2399,2014-04-01,352,2016-05-01
712036,1989-10-01,13,0,0%,27,13080,4554,13000,80,2011-05-01,13080,2011-05-01
712041,2004-11-01,16,8792,43.50%,22,4116,4116,3600,516,2013-04-01,1137,2016-03-01
712042,1998-03-01,6,27832,84.30%,16,37365,37365,30000,7365,2014-04-01,932,2014-04-01
712054,1986-12-01,10,21448,26.80%,45,41317,41199,35000,6317,2014-04-01,1234,2016-05-01
712065,1998-03-01,10,2605,84%,19,9015,9015,7800,1215,2014-03-01,762,2016-01-01
712071,2003-06-01,6,6044,35.90%,20,5866,5839,5400,466,2012-09-01,3183,2015-04-01
712083,2000-05-01,8,8809,83.90%,27,13963,13963,10000,3963,2015-10-01,1603,2016-04-01
712117,2002-12-01,10,17962,99.80%,12,8511,8511,8000,511,2011-10-01,12,2016-05-01
712132,1996-12-01,8,19519,75.10%,25,29195,21604,20000,9195,2016-04-01,487,2016-04-01
712144,1996-05-01,12,6688,12.90%,21,16654,16654,15000,1654,2014-04-01,467,2014-11-01
712156,1990-12-01,16,16466,46%,24,18475,18475,14000,4475,2013-12-01,73,2015-06-01
712171,1997-10-01,8,16161,84.30%,13,22297,22261,15275,7022,2016-04-01,371,2016-04-01
712186,1998-05-01,7,13070,94.90%,20,1989,1989,1750,239,2013-02-01,272,2013-02-01
712221,2000-04-01,7,4635,45%,19,13554,13554,9000,4554,2016-01-01,889,2016-01-01
712228,1981-04-01,7,217,1.60%,21,4539,4539,3644.01,673,2012-06-01,309,2012-11-01
712235,2001-07-01,8,18375,75%,16,16694,16667,16000,694,2011-07-01,15895,2011-07-01
712243,1984-09-01,11,9038,22.90%,29,2455,2455,2400,55,2011-09-01,2166,2015-06-01
712257,1994-07-01,11,570,16.80%,26,3523,3523,3000,523,2014-04-01,105,2016-05-01
712258,1999-01-01,12,27874,61.30%,37,50104,50029,33500,16604,2016-03-01,1669,2016-04-01
712268,2001-12-01,4,0,24.63%,12,1988,1988,1183.85,646,2014-05-01,50,2014-10-01
712274,2001-08-01,4,1959,97.90%,5,4416,4416,3000,1416,2016-04-01,73,2016-04-01
712277,1983-09-01,3,4194,69.90%,11,8980,8644,8000,980,2014-04-01,304,2016-05-01
712283,1998-04-01,22,25654,59.10%,40,1717,1717,750.2,734,2012-05-01,115,2012-10-01
712286,2001-02-01,10,17192,62.30%,21,14494,14271,13000,1453,2013-09-01,3199,2016-04-01
712319,1979-03-01,11,1815,3.50%,42,4367,4367,4000,367,2014-03-01,258,2014-03-01
712349,1994-01-01,7,12199,78.70%,27,1869,1869,1600,269,2014-04-01,54,2015-05-01
712355,2002-12-01,6,1450,45.30%,13,10375,10375,8000,2375,2016-04-01,173,2016-04-01
712370,1989-02-01,16,8270,40.70%,38,7342,7342,6500,842,2013-02-01,2971,2016-05-01
712399,1997-01-01,18,11024,65.60%,37,16156,16156,12000,4156,2015-07-01,2610,2015-09-01
712405,2005-12-01,7,3695,49.30%,11,4979,4651,4500,479,2013-06-01,1501,2016-04-01
712408,2000-08-01,7,15792,33.70%,19,16259,15111,14500,1759,2014-01-01,1806,2014-01-01
712456,1998-01-01,13,3585,12.50%,19,4368,4368,4000,368,2014-04-01,148,2016-05-01
712476,1992-12-01,11,14931,67.90%,41,31123,31123,24000,7123,2016-04-01,519,2016-04-01
712485,2005-10-01,9,1115,61.90%,11,2718,2718,1895.48,702,2012-11-01,138,2013-04-01
712498,1996-08-01,13,857,3.10%,27,15590,14746,15000,590,2011-11-01,12804,2015-03-01
712502,1993-11-01,4,21941,36.60%,19,35240,34766,26000,9240,2016-04-01,588,2016-04-01
712510,1999-07-01,3,0,0%,24,26709,26709,22000,4709,2012-12-01,16875,2012-12-01
712516,1998-06-01,10,19177,61.90%,35,16480,16431,8417.11,6839,2014-05-01,53,2014-09-01
712528,1998-11-01,4,0,0%,18,2013,2013,2000,13,2011-05-01,2014,2011-05-01
712535,2004-06-01,9,5218,36.70%,20,3542,3542,3000,542,2014-04-01,123,2014-04-01
712546,1999-02-01,16,28958,85.20%,43,43219,42109,23849.05,16917,2015-03-01,887,2015-07-01
712561,2000-05-01,7,9528,46.60%,18,1743,1743,1500,243,2014-04-01,54,2016-04-01
712574,2005-03-01,6,15858,91.80%,13,13436,13436,10800,2636,2014-01-01,1496,2014-01-01
712585,2001-07-01,3,1352,20.80%,8,6611,6552,5600,1011,2014-04-01,217,2016-02-01
712598,2004-10-01,11,10417,92.20%,15,5713,5713,4000,1713,2014-08-01,1830,2016-05-01
712603,2003-05-01,11,11649,61.30%,15,7812,7763,6217.73,1326,2013-09-01,261,2014-02-01
712615,1997-10-01,6,3555,86.70%,28,1670,1670,1500,170,2013-10-01,326,2013-10-01
712616,2003-09-01,7,0,0%,14,1556,1556,1400,156,2014-05-01,46,2015-11-01
712625,2001-07-01,3,3365,20.60%,3,6807,6807,5775,1032,2012-10-01,3415,2016-05-01
712630,1994-10-01,8,7293,70.10%,15,26015,26015,18400,7615,2014-09-01,7967,2016-05-01
712663,2002-02-01,9,1519,6.60%,21,10493,10493,8800,1693,2015-01-01,2711,2015-05-01
712665,1995-12-01,13,35078,91.60%,51,2579,2579,2000,579,2013-04-01,1446,2015-12-01
712690,1998-07-01,6,539,1.20%,20,16205,15823,15000,1205,2013-04-01,1519,2013-04-01
712709,2001-01-01,17,11859,78%,26,14130,14130,9600,4530,2016-04-01,236,2016-05-01
712717,2003-04-01,14,6883,26.40%,18,18291,18291,15000,3291,2014-02-01,1555,2014-02-01
712722,1994-07-01,6,46980,58%,10,42080,36015,33950,8130,2014-03-01,2333,2016-05-01
712732,1993-08-01,11,19889,84.30%,35,5952,5952,4800,1152,2014-04-01,169,2016-05-01
712738,2001-11-01,2,775,19.40%,8,6863,6863,6000,863,2012-07-01,4004,2016-05-01
712746,2000-10-01,4,7650,70.80%,12,7627,7328,7000,627,2012-04-01,24,2012-04-01
712791,1995-01-01,8,1523,21.50%,21,20205,20149,18000,2205,2014-04-01,616,2016-05-01
712810,1998-11-01,4,15897,66.80%,7,21959,21959,15000,6944,2016-02-01,351,2016-03-01
712841,1993-02-01,10,32150,68.40%,41,10058,9480,9250,808,2012-07-01,188,2015-10-01
712871,1999-11-01,8,39002,64.50%,18,48846,48776,35000,13846,2014-06-01,17087,2014-07-01
712884,1990-12-01,14,18329,72.70%,43,44125,44089,30000,14125,2016-01-01,2913,2016-04-01
712904,1996-01-01,7,2764,9.50%,19,6700,6700,5600,1100,2016-04-01,112,2016-05-01
712910,2005-07-01,7,12835,86.70%,14,2117,2117,2000,117,2011-11-01,1726,2014-03-01
712914,1993-01-01,9,33697,63.70%,27,2972,2972,2564.13,408,2013-04-01,125,2016-05-01
712916,1982-04-01,12,7928,16.60%,31,23184,23126,20000,3184,2012-08-01,28,2016-05-01
712982,1996-12-01,10,8000,44.20%,23,22453,21163,20000,2453,2012-10-01,11427,2016-05-01
713030,1990-12-01,7,4168,44.30%,31,1941,1941,572.46,123,2012-01-01,78,2016-05-01
713038,2001-04-01,2,95,13.60%,3,2467,2467,2000,467,2014-04-01,74,2014-04-01
713047,1999-02-01,5,17797,62.20%,12,25936,22240,20000,5936,2016-04-01,433,2016-04-01
713060,1985-03-01,10,0,0%,13,13127,13112,6507.95,5761,2013-06-01,1208,2013-09-01
713063,1995-07-01,13,8459,19.10%,30,28028,21377,20000,8028,2016-04-01,468,2016-05-01
713082,2001-10-01,8,9901,85.40%,13,12075,12014,10000,2075,2014-04-01,374,2014-04-01
713096,1996-11-01,8,60223,26.10%,32,31559,31495,24575,6984,2015-12-01,2594,2015-12-01
713097,2003-09-01,9,19857,64.70%,16,11326,11036,9750,1576,2014-04-01,340,2016-05-01
713117,2000-02-01,14,21747,97.50%,31,11413,11413,8000,3413,2015-08-01,1676,2016-05-01
